company_id,legal_name,trade_name,rfc,rfc_type,industry,industry_code,employee_count_min,employee_count_max,website,domain,company_phone,company_email,street,number,colony,municipality,state,postal_code,country,latitude,longitude,executive_name,executive_title,standardized_title,seniority_level,department,executive_work_email,email_status,executive_phone,all_sources_combined,source_count,data_quality_score,last_verified_at
mx_99373fa3-6074-aafb-9630-c0e1c4fd6282,PROVEEDORA GLOBAL S.A.B. DE C.V.,PROVEEDORA GLOBAL,PRG0307040XN,MORAL,Fabricación de productos de plástico y polímeros para empaque,3261,51,100,https://www.proveedoraglobal.com,proveedoraglobal.com,+528079104257,contacto@proveedoraglobal.com,Carretera Reforma,3086,Parque Industrial FINSA,Soledad de Graciano Sánchez,San Luis Potosí,24346,Mexico,19.049134,-100.471614,Andrea Navarro,Socio Fundador,Founder,FOUNDER,EXECUTIVE,anavarro@proveedoraglobal.com,VERIFIED,+528092514237,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_863a1a26-786b-5835-6787-c596c6185d31,SOLUCIONES ESPECIALIZADA S.A.P.I. DE C.V.,SOLUCIONES ESPECIALIZADA,SOE090804GL2,MORAL,Comercio al por mayor de maquinaria y equipo industrial,4659,101,250,https://www.solucionesespecial.com.mx,solucionesespecial.com.mx,+529043123467,contacto@solucionesespecial.com.mx,Boulevard Manuel Ávila Camacho,3993 Int Piso 5,San Jerónimo,Ciudad Obregón,Sonora,26370,Mexico,16.954501,-103.606582,Claudia Dominguez,Socio Fundador,Founder,FOUNDER,EXECUTIVE,cdominguez@solucionesespecial.com.mx,VERIFIED,+529075651061,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_ac833b1a-1e0d-2c3a-d383-955c123fc379,PLASTICOS DEL NORTE S.A. DE C.V.,PLASTICOS DEL NORTE,PLD160718MJ7,MORAL,Fabricación de productos químicos básicos y resinas sintéticas,3251,6,10,https://www.plasticosdelnorte.com.mx,plasticosdelnorte.com.mx,+527827812953,contacto@plasticosdelnorte.com.mx,Av. Morones Prieto,3990,Parque Industrial,Valladolid,Yucatán,31869,Mexico,18.297249,-97.722496,Sofia Salinas,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,ssalinas@plasticosdelnorte.com.mx,VERIFIED,+527858816199,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_c75d5c87-fd3a-61d4-0ff1-97726a18b245,PLASTICOS DEL PACIFICO S. DE R.L. DE C.V.,PLASTICOS DEL PACIFICO,PLD110811IS1,MORAL,Comercio al por mayor de artículos de ferretería y herramientas,4662,101,250,https://www.plasticosdelpacifi.mx,plasticosdelpacifi.mx,+527913101601,contacto@plasticosdelpacifi.mx,Carretera Industria Militar,3433 Int Piso 5,Santa Fe,Valladolid,Yucatán,31932,Mexico,25.203654,-98.733969,Javier López,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,jlópez@plasticosdelpacifi.mx,VERIFIED,+527987295926,DENUE,1,97,2026-09-06T14:49:23.995919+00:00
mx_14faaf34-346c-6b55-5689-82bdbb76e229,ENERGIA GLOBAL S.A.S.,ENERGIA GLOBAL,ENG160927NTF,MORAL,Fabricación de productos químicos básicos y resinas sintéticas,3251,31,50,https://www.energiaglobal49.mx,energiaglobal49.mx,+526727580076,contacto@energiaglobal49.mx,Calle Cuauhtémoc,3556,Parque Industrial FINSA,Tecate,Baja California,02470,Mexico,22.47627,-101.168925,Guillermo Salinas,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,gsalinas@energiaglobal49.mx,VERIFIED,+526719048792,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_4e0eb53b-717a-2ef4-ff06-4bdbf394c1e2,CONSULTORES MODERNA S.A.P.I. DE C.V.,CONSULTORES MODERNA,COM040619C51,MORAL,Comercio al por mayor de maquinaria y equipo industrial,4659,0,5,https://www.consultoresmoderna.com,consultoresmoderna.com,+525738746896,contacto@consultoresmoderna.com,Calzada Cuauhtémoc,474,Roma Norte,Córdoba,Veracruz,30318,Mexico,17.781957,-101.054212,Gabriel García,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,ggarcía@consultoresmoderna.com,VERIFIED,+525791837971,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_62cfbaba-d6b6-fa93-f043-4de289beebb9,SOLUCIONES DE LAS AMERICAS S. DE R.L. DE C.V.,SOLUCIONES DE LAS AMERICAS,SOD010428CNL,MORAL,Fabricación de productos de plástico y polímeros para empaque,3261,0,5,https://www.solucionesdelasame.com.mx,solucionesdelasame.com.mx,+527816360119,contacto@solucionesdelasame.com.mx,Carretera Cuauhtémoc,1954 Int Piso 14,San Jerónimo,Hermosillo,Sonora,26934,Mexico,23.033506,-96.464946,Gabriel Morales,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,gmorales@solucionesdelasame.com.mx,VERIFIED,+527897387022,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_a60ecfa3-a705-a036-edef-d8dacfe7b5fa,METALURGICA DE OCCIDENTE S.A.B. DE C.V.,METALURGICA DE OCCIDENTE,MED070201DP8,MORAL,Fabricación de estructuras metálicas y pailería industrial,3323,0,5,https://www.metalurgicadeoccid.mx,metalurgicadeoccid.mx,+527980830464,contacto@metalurgicadeoccid.mx,Calzada Benito Juárez,2682 Int Piso 13,Parque Industrial Benito Juárez,Aguascalientes,Aguascalientes,01189,Mexico,17.728469,-103.429554,Patricia Navarro,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,pnavarro@metalurgicadeoccid.mx,VERIFIED,+527911941330,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_34709595-1e0a-4368-e091-11554192ef76,CONSTRUCCIONES NACIONAL S.A. DE C.V.,CONSTRUCCIONES NACIONAL,CON11041895O,MORAL,Fabricación de productos farmacéuticos y medicamentos,3254,101,250,https://www.construccionesnaci.com,construccionesnaci.com,+524455015011,contacto@construccionesnaci.com,Circuito Hidalgo,1417,Polanco,San Luis Potosí,San Luis Potosí,24301,Mexico,17.282339,-103.292664,Alejandro Treviño,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,atreviño@construccionesnaci.com,VERIFIED,+524439446077,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_6d8726f0-05a6-52b4-03cb-a363b5373af8,ALIMENTOS Y BEBIDAS INDUSTRIAL S.A. DE C.V.,ALIMENTOS Y BEBIDAS INDUSTRIAL,ALI171020USH,MORAL,Fabricación de equipo de transporte y autopartes,3363,0,5,https://www.alimentosybebidasi.mx,alimentosybebidasi.mx,+528252453137,contacto@alimentosybebidasi.mx,Paseo Patriotismo,757,Santa Fe,Torreón,Coahuila,05628,Mexico,18.120097,-103.916408,Rodrigo Alarcón,Socio Fundador,Founder,FOUNDER,EXECUTIVE,ralarcón@alimentosybebidasi.mx,VERIFIED,+528267848602,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_bac0d138-4f7f-71ca-0d8e-21d7142212e7,ALIMENTOS Y BEBIDAS AVANZADA S.A. DE C.V.,ALIMENTOS Y BEBIDAS AVANZADA,ALA011005ZPJ,MORAL,Fabricación de estructuras metálicas y pailería industrial,3323,0,5,https://www.alimentosybebidasa.com,alimentosybebidasa.com,+526891463314,contacto@alimentosybebidasa.com,Paseo Constitución,3916,Roma Norte,Ramos Arizpe,Coahuila,05357,Mexico,25.370404,-104.006396,Roberto Salinas,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,rsalinas@alimentosybebidasa.com,VERIFIED,+526878241904,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_cc6d250d-1ec3-72b2-da2c-aee67c25aa10,ALIMENTOS Y BEBIDAS MEXICANA S.A. DE C.V.,ALIMENTOS Y BEBIDAS MEXICANA,ALM070714I9Y,MORAL,"Servicios de seguridad privada, custodia y monitoreo satelital",5616,11,30,https://www.alimentosybebidasm.com,alimentosybebidasm.com,+526342292181,contacto@alimentosybebidasm.com,Carretera Morones Prieto,1548 Int Piso 15,Del Valle,Ramos Arizpe,Coahuila,05872,Mexico,19.495709,-101.111512,Gabriel López,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,glópez@alimentosybebidasm.com,VERIFIED,+526364515905,DENUE,1,97,2026-09-06T14:49:23.991875+00:00
mx_135ae82d-ffc9-629e-079f-f64cc152effc,ALIMENTOS Y BEBIDAS ESTRATEGICA S.A.B. DE C.V.,ALIMENTOS Y BEBIDAS ESTRATEGICA,ALE981004L4B,MORAL,Fabricación de productos de plástico y polímeros para empaque,3261,101,250,https://www.alimentosybebidase.mx,alimentosybebidase.mx,+527179908859,contacto@alimentosybebidase.mx,Carretera Revolución,505,Jardines del Bosque,Saltillo,Coahuila,05645,Mexico,22.923903,-96.253682,Mariana Vega,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,mvega@alimentosybebidase.mx,VERIFIED,+527136878822,DENUE,1,97,2026-09-06T14:49:23.999183+00:00
mx_d2b9c4c4-2feb-5766-9aae-edbeb263cf1e,METALURGICA EMPRESARIAL S.A.P.I. DE C.V.,METALURGICA EMPRESARIAL,MEE071024MA8,MORAL,Transporte de carga general y logística multimodal,4841,11,30,https://www.metalurgicaempresa.mx,metalurgicaempresa.mx,+526286019462,contacto@metalurgicaempresa.mx,Boulevard Patriotismo,1893,Zona Industrial,Ciudad Juárez,Chihuahua,08891,Mexico,18.059778,-103.424203,Fernando González,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,fgonzález@metalurgicaempresa.mx,VERIFIED,+526217851136,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_71a34302-e2df-252f-3955-ac46ce743736,METALURGICA EMPRESARIAL S.C.,METALURGICA EMPRESARIAL,MEE121227Q2E,MORAL,"Servicios de seguridad privada, custodia y monitoreo satelital",5616,11,30,https://www.metalurgicaempresa.com,metalurgicaempresa.com,+524234410230,contacto@metalurgicaempresa.com,Paseo Manuel Ávila Camacho,4164,Parque Industrial,Chihuahua,Chihuahua,08209,Mexico,17.674067,-99.362951,Jorge García,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,jgarcía@metalurgicaempresa.com,VERIFIED,+524258764834,DENUE,1,97,2026-09-06T14:49:23.999183+00:00
mx_164b853b-32ba-f2e4-3702-12283d01de5f,CONSTRUCCIONES DEL NORTE S. DE R.L. DE C.V.,CONSTRUCCIONES DEL NORTE,COD1002170H6,MORAL,Comercio al por mayor de artículos de ferretería y herramientas,4662,6,10,https://www.construccionesdeln.mx,construccionesdeln.mx,+529154181700,contacto@construccionesdeln.mx,Calzada Reforma,850,Jardines del Bosque,San Luis Potosí,San Luis Potosí,24781,Mexico,18.708156,-99.396005,Patricia Valenzuela,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,pvalenzuela@construccionesdeln.mx,VERIFIED,+529180798218,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_3b807e16-9dbe-4c0b-7cd3-16f026d049a6,QUIMICA ESTRATEGICA S.A.B. DE C.V.,QUIMICA ESTRATEGICA,QUE191223FJC,MORAL,Desarrollo de software y servicios de tecnología de información,5415,0,5,https://www.quimicaestrategica.mx,quimicaestrategica.mx,+526738780559,contacto@quimicaestrategica.mx,Av. Patriotismo,1212 Int Piso 2,Jardines del Bosque,Matehuala,San Luis Potosí,24939,Mexico,20.272782,-102.835647,Claudia Alarcón,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,calarcón@quimicaestrategica.mx,VERIFIED,+526792539385,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_1b066200-0c68-7603-7ba2-32f5fdb5f226,INNOVACION MODERNA S.C.,INNOVACION MODERNA,INM960101WSK,MORAL,Fabricación de productos de plástico y polímeros para empaque,3261,31,50,https://www.innovacionmoderna.mx,innovacionmoderna.mx,+525586358037,contacto@innovacionmoderna.mx,Calle Insurgentes Sur,4039,Parque Industrial FINSA,Benito Juárez,Ciudad de México,09527,Mexico,19.203502,-103.992781,Jorge Valenzuela,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,jvalenzuela@innovacionmoderna.mx,VERIFIED,+525518057441,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_fb1bc82c-a1b6-06d4-81e6-7552bf657f90,CORPORATIVO DEL PACIFICO S.A.P.I. DE C.V.,CORPORATIVO DEL PACIFICO,COD1406018UP,MORAL,Servicios de consultoría en administración y gestión empresarial,5416,11,30,https://www.corporativodelpaci.mx,corporativodelpaci.mx,+528140895856,contacto@corporativodelpaci.mx,Circuito González Gallo,1874,Parque Industrial,San Juan del Río,Querétaro,22321,Mexico,25.117302,-100.622431,Daniel Mendoza,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,dmendoza@corporativodelpaci.mx,VERIFIED,+528116475121,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_731bf548-38bb-f7f3-8626-ff1a516aa928,CORPORATIVO DEL CENTRO S.A.B. DE C.V.,CORPORATIVO DEL CENTRO,COD0402043HQ,MORAL,Fabricación de productos farmacéuticos y medicamentos,3254,31,50,https://www.corporativodelcent.com.mx,corporativodelcent.com.mx,+525422512430,contacto@corporativodelcent.com.mx,Calzada Industria Militar,2791,Santa Fe,San Juan del Río,Querétaro,22502,Mexico,15.84689,-101.100079,Claudia García,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,cgarcía@corporativodelcent.com.mx,VERIFIED,+525494026646,DENUE,1,97,2026-09-06T14:49:23.981537+00:00
mx_8d380c04-f2c1-e20e-4d14-ae508c2b24a9,CORPORATIVO DEL CENTRO S. DE R.L. DE C.V.,CORPORATIVO DEL CENTRO,COD140501NDS,MORAL,Fabricación de productos farmacéuticos y medicamentos,3254,11,30,https://www.corporativodelcent.mx,corporativodelcent.mx,+525381556577,contacto@corporativodelcent.mx,Carretera Lázaro Cárdenas,3499 Int Piso 7,Industrial Vallejo,Corregidora,Querétaro,22662,Mexico,18.54695,-97.932754,Claudia Navarro,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,cnavarro@corporativodelcent.mx,VERIFIED,+525372628703,DENUE,1,97,2026-09-06T14:49:23.981537+00:00
mx_61b1cc47-46c7-c68a-3b7f-cda5e7011f25,FARMACEUTICA CENTRAL S.A.S.,FARMACEUTICA CENTRAL,FAC980528IT9,MORAL,Desarrollo de software y servicios de tecnología de información,5415,51,100,https://www.farmaceuticacentra.com,farmaceuticacentra.com,+528195607384,contacto@farmaceuticacentra.com,Carretera Reforma,2404,Parque Industrial,Guadalupe,Nuevo León,19902,Mexico,16.456912,-97.479499,Fernando Salinas,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,fsalinas@farmaceuticacentra.com,VERIFIED,+528182469278,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_c8c829f7-ca05-b226-2581-b988bae91699,ALIMENTOS Y BEBIDAS EMPRESARIAL S.A.B. DE C.V.,ALIMENTOS Y BEBIDAS EMPRESARIAL,ALE08061342D,MORAL,Fabricación de productos de plástico y polímeros para empaque,3261,11,30,https://www.alimentosybebidase.mx,alimentosybebidase.mx,+523328957291,contacto@alimentosybebidase.mx,Paseo Reforma,3860,Santa Fe,Tlaquepaque,Jalisco,14305,Mexico,20.01764,-96.077503,David Hernández,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,dhernández@alimentosybebidase.mx,VERIFIED,+523368227816,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_834b30f1-ff72-1b54-0a7b-4b2b4299615a,ALIMENTOS Y BEBIDAS MODERNA S.A.B. DE C.V.,ALIMENTOS Y BEBIDAS MODERNA,ALM980123PJ1,MORAL,Servicios de consultoría en administración y gestión empresarial,5416,6,10,https://www.alimentosybebidasm.com,alimentosybebidasm.com,+523339721362,contacto@alimentosybebidasm.com,Circuito Revolución,985 Int Piso 4,San Rafael,Puerto Vallarta,Jalisco,14791,Mexico,24.783146,-102.93286,Luis Hernández,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,lhernández@alimentosybebidasm.com,VERIFIED,+523377662134,DENUE,1,97,2026-09-06T14:49:23.988669+00:00
mx_c8de7c68-5281-f06e-4063-4fdb906e5289,SOLUCIONES ESPECIALIZADA 93 S.A.P.I. DE C.V.,SOLUCIONES ESPECIALIZADA 93,SOE970527KC9,MORAL,Transporte de carga general y logística multimodal,4841,251,,https://www.solucionesespecial.mx,solucionesespecial.mx,+527345617854,contacto@solucionesespecial.mx,Boulevard Paseo Cuauhnáhuac,1176,Parque Industrial FINSA,Saltillo,Coahuila,05338,Mexico,24.72687,-102.843629,Eduardo Garza,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,egarza@solucionesespecial.mx,VERIFIED,+527340218054,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_93b50c51-e935-cadb-f21f-11bae02ecb8e,ENERGIA INDUSTRIAL 16 S.A. DE C.V.,ENERGIA INDUSTRIAL 16,ENI0105238GB,MORAL,Desarrollo de software y servicios de tecnología de información,5415,51,100,https://www.energiaindustrial4.com.mx,energiaindustrial4.com.mx,+529138193083,contacto@energiaindustrial4.com.mx,Carretera 5 de Mayo,459 Int Piso 8,Parque Industrial FINSA,Mazatlán,Sinaloa,25577,Mexico,22.491862,-96.496718,Daniel Alarcón,Socio Fundador,Founder,FOUNDER,EXECUTIVE,dalarcón@energiaindustrial4.com.mx,VERIFIED,+529124533302,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_7e155b5d-a174-fabe-45b9-61907e399098,SOLUCIONES MODERNA S.A.B. DE C.V.,SOLUCIONES MODERNA,SOM060315GCM,MORAL,Desarrollo de software y servicios de tecnología de información,5415,101,250,https://www.solucionesmoderna.com,solucionesmoderna.com,+527036796277,contacto@solucionesmoderna.com,Paseo Patriotismo,374,Industrial Vallejo,Guaymas,Sonora,26904,Mexico,24.653142,-95.158984,Alejandro Treviño,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,atreviño@solucionesmoderna.com,VERIFIED,+527061628200,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_ec35ea7b-7938-58e5-3318-6c299953e5ff,INDUSTRIAS CENTRAL 44 S.A. DE C.V.,INDUSTRIAS CENTRAL 44,INC9611128PD,MORAL,Servicios de consultoría en administración y gestión empresarial,5416,101,250,https://www.industriascentral.com.mx,industriascentral.com.mx,+525384265937,contacto@industriascentral.com.mx,Paseo Hidalgo,4433,Santa Fe,Irapuato,Guanajuato,11535,Mexico,22.364255,-97.630807,Claudia Treviño,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,ctreviño@industriascentral.com.mx,VERIFIED,+525392470695,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_24e9084f-dcf7-a4bf-10d9-13f1d3067085,IMPORTADORA DEL PACIFICO 17 S.A.B. DE C.V.,IMPORTADORA DEL PACIFICO 17,IMD120611KZN,MORAL,Fabricación de productos farmacéuticos y medicamentos,3254,6,10,https://www.importadoradelpaci.mx,importadoradelpaci.mx,+525154203279,contacto@importadoradelpaci.mx,Av. Morones Prieto,2046,San Rafael,Progreso,Yucatán,31245,Mexico,16.851813,-105.111952,Mariana Hernández,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,mhernández@importadoradelpaci.mx,VERIFIED,+525118474125,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_fa884d11-4ccf-c990-586a-eb6d0ae67dbf,ALIMENTOS Y BEBIDAS DEL NORTE S.A. DE C.V.,ALIMENTOS Y BEBIDAS DEL NORTE,ALD220623ONG,MORAL,Desarrollo de software y servicios de tecnología de información,5415,11,30,https://www.alimentosybebidasd.mx,alimentosybebidasd.mx,+524183840070,contacto@alimentosybebidasd.mx,Paseo Morones Prieto,2792,Centro,Ciudad Obregón,Sonora,26839,Mexico,22.935106,-97.381948,Alejandro Benítez,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,abenítez@alimentosybebidasd.mx,VERIFIED,+524182705484,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
