id,clee,nom_estab,raz_soc,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,numero_ext,numero_int,nomb_asent,cod_postal,cve_ent,entidad,cve_mun,municipio,telefono,correoelec,sitio_web,latitud,longitud,fecha_alta,rfc,representante_legal,cargo_representante,correo_directo,telefono_directo
13,1433630000013,COMERCIALIZADORA NACIONAL,COMERCIALIZADORA NACIONAL S.C.,3363,Fabricación de equipo de transporte y autopartes,101 a 250 personas,Circuito,Hidalgo,399,Piso 2,Jardines del Bosque,14789,14,Jalisco,014,Tlajomulco de Zúñiga,3365474460,contacto@comercializadorana.com,https://www.comercializadorana.com,22.124404,-104.670369,2024-01-15,CON220314HHS,Carlos Morales,Director General,cmorales@comercializadorana.com,+523356127221
14,1946590000014,FARMACEUTICA CENTRAL,FARMACEUTICA CENTRAL S. DE R.L. DE C.V.,4659,Comercio al por mayor de maquinaria y equipo industrial,0 a 5 personas,Circuito,Patriotismo,1427,,Parque Industrial CIVAC,19539,19,Nuevo León,015,Apodaca,8137109313,contacto@farmaceuticacentra.mx,https://www.farmaceuticacentra.mx,18.192639,-96.842473,2024-01-15,FAC080525URS,Miguel Alarcón,Director Comercial,malarcón@farmaceuticacentra.mx,+528135794102
15,2654160000015,IMPORTADORA CENTRAL,IMPORTADORA CENTRAL S.A.B. DE C.V.,5416,Servicios de consultoría en administración y gestión empresarial,6 a 10 personas,Paseo,Patriotismo,1617,,Parque Industrial FINSA,26240,26,Sonora,013,Nogales,7994357908,contacto@importadoracentral.com.mx,https://www.importadoracentral.com.mx,20.186126,-99.124793,2024-01-15,IMC020314DAA,Luis González,Directora de Recursos Humanos,lgonzález@importadoracentral.com.mx,+527979192650
16,3046590000016,CORPORATIVO DEL CENTRO,CORPORATIVO DEL CENTRO S.C.,4659,Comercio al por mayor de maquinaria y equipo industrial,251 y más personas,Paseo,Manuel Ávila Camacho,2172,Piso 15,Centro,30569,30,Veracruz,015,Xalapa,9892556112,contacto@corporativodelcent.com.mx,https://www.corporativodelcent.com.mx,16.305425,-99.635141,2024-01-15,COD0212176SC,Patricia Valenzuela,Director de Operaciones,pvalenzuela@corporativodelcent.com.mx,+529837151999
17,1433230000017,PROVEEDORA ESPECIALIZADA,PROVEEDORA ESPECIALIZADA S.A.S.,3323,Fabricación de estructuras metálicas y pailería industrial,101 a 250 personas,Paseo,Revolución,3700,Piso 10,Polanco,14199,14,Jalisco,006,Tlajomulco de Zúñiga,3389947278,contacto@proveedoraespecial.com.mx,https://www.proveedoraespecial.com.mx,21.16298,-95.376955,2024-01-15,PRE0903221Q3,Patricia Salinas,Directora de Recursos Humanos,psalinas@proveedoraespecial.com.mx,+523393252883
18,1746590000018,ENERGIA INTEGRAL,ENERGIA INTEGRAL S.A.S.,4659,Comercio al por mayor de maquinaria y equipo industrial,31 a 50 personas,Av.,5 de Mayo,674,Piso 5,San Rafael,17181,17,Morelos,004,Cuautla,7474380462,contacto@energiaintegral.mx,https://www.energiaintegral.mx,24.951226,-96.492426,2024-01-15,ENI0601080P7,Miguel Salinas,Director de Operaciones,msalinas@energiaintegral.mx,+527483116490
19,2133630000019,FARMACEUTICA DEL PACIFICO,FARMACEUTICA DEL PACIFICO S.A.P.I. DE C.V.,3363,Fabricación de equipo de transporte y autopartes,0 a 5 personas,Av.,Universidad,3205,,Santa Fe,21399,21,Puebla,005,Puebla,9176441807,contacto@farmaceuticadelpac.com.mx,https://www.farmaceuticadelpac.com.mx,20.036988,-101.332679,2024-01-15,FAD13070179O,Hector García,Director de Finanzas,hgarcía@farmaceuticadelpac.com.mx,+529153703273
20,0232610000020,DESARROLLOS DE LAS AMERICAS,DESARROLLOS DE LAS AMERICAS S.A.S.,3261,Fabricación de productos de plástico y polímeros para empaque,51 a 100 personas,Carretera,Manuel Ávila Camacho,398,,Parque Industrial Benito Juárez,02116,02,Baja California,012,Tecate,5773264617,contacto@desarrollosdelasam.com.mx,https://www.desarrollosdelasam.com.mx,21.922394,-97.874735,2024-01-15,DED081102RR9,Guillermo Treviño,Directora de Recursos Humanos,gtreviño@desarrollosdelasam.com.mx,+525736170490
21,1746590000021,QUIMICA DE LAS AMERICAS,QUIMICA DE LAS AMERICAS S. DE R.L. DE C.V.,4659,Comercio al por mayor de maquinaria y equipo industrial,0 a 5 personas,Circuito,Adolfo López Mateos,2739,Piso 11,Parque Industrial FINSA,17891,17,Morelos,007,Jiutepec,7087944428,contacto@quimicadelasameric.com,https://www.quimicadelasameric.com,15.843027,-99.794538,2024-01-15,QUD200423AOO,Rodrigo Valenzuela,Director de Operaciones,rvalenzuela@quimicadelasameric.com,+527085015156
22,1532610000022,TRANSPORTES DEL CENTRO,TRANSPORTES DEL CENTRO S.A. DE C.V.,3261,Fabricación de productos de plástico y polímeros para empaque,11 a 30 personas,Av.,Adolfo López Mateos,73,,Santa María la Ribera,15298,15,Estado de México,016,Ecatepec,4776673764,contacto@transportesdelcent.mx,https://www.transportesdelcent.mx,22.74775,-96.621982,2024-01-15,TRD010912FD2,Daniel Hernández,Socio Fundador,dhernández@transportesdelcent.mx,+524763476103
23,2646620000023,LOGISTICA DEL CENTRO,LOGISTICA DEL CENTRO S.C.,4662,Comercio al por mayor de artículos de ferretería y herramientas,0 a 5 personas,Boulevard,Hidalgo,1497,,Parque Industrial CIVAC,26662,26,Sonora,013,Guaymas,9784911323,contacto@logisticadelcentro.mx,https://www.logisticadelcentro.mx,23.261599,-100.495463,2024-01-15,LOD0303176T3,Andrea Navarro,Director de Finanzas,anavarro@logisticadelcentro.mx,+529740340979
24,0232540000024,AUTOMOTRIZ EMPRESARIAL,AUTOMOTRIZ EMPRESARIAL S.A.P.I. DE C.V.,3254,Fabricación de productos farmacéuticos y medicamentos,51 a 100 personas,Circuito,Paseo Cuauhnáhuac,189,,Parque Industrial,02102,02,Baja California,003,Tijuana,8317289588,contacto@automotrizempresar.mx,https://www.automotrizempresar.mx,15.473516,-95.685691,2024-01-15,AUE1709179IL,Claudia Hernández,Director de Finanzas,chernández@automotrizempresar.mx,+528336288074
25,2148410000025,LOGISTICA DEL BAJIO,LOGISTICA DEL BAJIO S.A.P.I. DE C.V.,4841,Transporte de carga general y logística multimodal,0 a 5 personas,Paseo,Hidalgo,3930,,Parque Industrial Benito Juárez,21523,21,Puebla,020,San Andrés Cholula,9344379091,contacto@logisticadelbajio4.com.mx,https://www.logisticadelbajio4.com.mx,21.165509,-101.014253,2024-01-15,LOD150522VGP,Miguel Hernández,Socio Fundador,mhernández@logisticadelbajio4.com.mx,+529377748520
26,1456160000026,AUTOMOTRIZ DE LAS AMERICAS,AUTOMOTRIZ DE LAS AMERICAS S.C.,5616,"Servicios de seguridad privada, custodia y monitoreo satelital",51 a 100 personas,Av.,Industria Militar,3992,,Zona Industrial,14101,14,Jalisco,006,Tonalá,3323065726,contacto@automotrizdelasame.com.mx,https://www.automotrizdelasame.com.mx,22.085686,-102.938391,2024-01-15,AUD100510WXK,Luis Navarro,Directora de Recursos Humanos,lnavarro@automotrizdelasame.com.mx,+523386572828
27,2548410000027,AUTOMOTRIZ DINAMICA,AUTOMOTRIZ DINAMICA S.C.,4841,Transporte de carga general y logística multimodal,11 a 30 personas,Calle,5 de Mayo,3466,Piso 4,Parque Industrial Benito Juárez,25253,25,Sinaloa,002,Culiacán,6298831819,contacto@automotrizdinamica.com,https://www.automotrizdinamica.com,16.654668,-103.553609,2024-01-15,AUD1602137FD,Hector Salinas,Director de Operaciones,hsalinas@automotrizdinamica.com,+526259849331
28,3033630000028,MANUFACTURA AVANZADA,MANUFACTURA AVANZADA S.C.,3363,Fabricación de equipo de transporte y autopartes,0 a 5 personas,Carretera,Patriotismo,2340,,Roma Norte,30713,30,Veracruz,003,Coatzacoalcos,6055395282,contacto@manufacturaavanzad.com.mx,https://www.manufacturaavanzad.com.mx,17.932391,-97.791509,2024-01-15,MAA200612TES,Luis Treviño,Director de Operaciones,ltreviño@manufacturaavanzad.com.mx,+526033141665
29,3132610000029,LOGISTICA DEL BAJIO,LOGISTICA DEL BAJIO S.A.B. DE C.V.,3261,Fabricación de productos de plástico y polímeros para empaque,6 a 10 personas,Circuito,Félix U. Gómez,1084,,Parque Industrial FINSA,31232,31,Yucatán,013,Kanasín,5747208072,contacto@logisticadelbajio.com,https://www.logisticadelbajio.com,22.436093,-104.940913,2024-01-15,LOD041122RC9,Roberto Valenzuela,Director General,rvalenzuela@logisticadelbajio.com,+525717867313
30,1954160000030,EQUIPOS Y SISTEMAS GLOBAL,EQUIPOS Y SISTEMAS GLOBAL S. DE R.L. DE C.V.,5416,Servicios de consultoría en administración y gestión empresarial,0 a 5 personas,Paseo,Cuauhtémoc,968,,Parque Industrial FINSA,19244,19,Nuevo León,018,Guadalupe,8140877148,contacto@equiposysistemasgl.com,https://www.equiposysistemasgl.com,17.774499,-95.372744,2024-01-15,EQG130216WCU,Hector González,Director de Finanzas,hgonzález@equiposysistemasgl.com,+528113630174
31,3154150000031,EQUIPOS Y SISTEMAS CENTRAL,EQUIPOS Y SISTEMAS CENTRAL S.A.B. DE C.V.,5415,Desarrollo de software y servicios de tecnología de información,101 a 250 personas,Calzada,Paseo Cuauhnáhuac,29,,Roma Norte,31214,31,Yucatán,006,Valladolid,4076603218,contacto@equiposysistemasce.mx,https://www.equiposysistemasce.mx,16.875425,-97.973054,2024-01-15,EQC030504K6Y,Luis Morales,Directora de Recursos Humanos,lmorales@equiposysistemasce.mx,+524024571310
32,1523820000032,CONSTRUCCIONES MODERNA,CONSTRUCCIONES MODERNA S.C.,2382,Instalaciones eléctricas y electromecánicas en construcciones,11 a 30 personas,Circuito,Benito Juárez,253,,Parque Industrial FINSA,15967,15,Estado de México,012,Huixquilucan,4195453580,contacto@construccionesmode.mx,https://www.construccionesmode.mx,20.445098,-97.091773,2024-01-15,COM1305065U4,Miguel García,Director General,mgarcía@construccionesmode.mx,+524113577368
33,2854150000033,METALURGICA DE OCCIDENTE 46,METALURGICA DE OCCIDENTE 46 S.C.,5415,Desarrollo de software y servicios de tecnología de información,31 a 50 personas,Carretera,González Gallo,3328,Piso 3,Centro,28350,28,Tamaulipas,014,Tampico,7186428170,contacto@metalurgicadeoccid.mx,https://www.metalurgicadeoccid.mx,22.837768,-97.763857,2024-01-15,MED160424QYU,Luis López,Socio Fundador,llópez@metalurgicadeoccid.mx,+527117803430
34,3032540000034,TRANSFORMADORA NACIONAL 74,TRANSFORMADORA NACIONAL 74 S.C.,3254,Fabricación de productos farmacéuticos y medicamentos,101 a 250 personas,Calzada,Cuauhtémoc,17,Piso 1,San Jerónimo,30202,30,Veracruz,005,Coatzacoalcos,7069758236,contacto@transformadoranaci.mx,https://www.transformadoranaci.mx,22.302538,-104.943335,2024-01-15,TRN210807LVI,Fernando López,Director de Tecnología,flópez@transformadoranaci.mx,+527065908847
35,2833230000035,PROVEEDORA ESPECIALIZADA,PROVEEDORA ESPECIALIZADA S. DE R.L. DE C.V.,3323,Fabricación de estructuras metálicas y pailería industrial,0 a 5 personas,Calzada,Juárez,2222,,Santa Fe,28945,28,Tamaulipas,009,Nuevo Laredo,4175547062,contacto@proveedoraespecial.mx,https://www.proveedoraespecial.mx,25.000052,-103.119129,2024-01-15,PRE1110203GH,Claudia González,Director de Tecnología,cgonzález@proveedoraespecial.mx,+524197588294
36,1732540000036,CORPORATIVO DINAMICA 7,CORPORATIVO DINAMICA 7 S.A.S.,3254,Fabricación de productos farmacéuticos y medicamentos,251 y más personas,Calzada,Juárez,4438,Piso 11,Del Valle,17723,17,Morelos,010,Temixco,7986209118,contacto@corporativodinamic.mx,https://www.corporativodinamic.mx,22.180729,-98.657706,2024-01-15,COD190103G21,David Ruiz,Directora de Recursos Humanos,druiz@corporativodinamic.mx,+527941308290
37,1546590000037,EQUIPOS Y SISTEMAS DEL CENTRO,EQUIPOS Y SISTEMAS DEL CENTRO S.A.S.,4659,Comercio al por mayor de maquinaria y equipo industrial,11 a 30 personas,Boulevard,Industria Militar,3228,Piso 3,Zona Industrial,15421,15,Estado de México,004,Tlalnepantla,6190205788,contacto@equiposysistemasde.mx,https://www.equiposysistemasde.mx,16.98816,-104.029533,2024-01-15,EQD981122WW2,Mariana Garza,Director Comercial,mgarza@equiposysistemasde.mx,+526164244337
38,0954160000038,AUTOMOTRIZ DE LAS AMERICAS 19,AUTOMOTRIZ DE LAS AMERICAS 19 S.A.S.,5416,Servicios de consultoría en administración y gestión empresarial,0 a 5 personas,Calle,Reforma,2406,Piso 4,Roma Norte,09396,09,Ciudad de México,020,Miguel Hidalgo,5557512317,contacto@automotrizdelasame.com.mx,https://www.automotrizdelasame.com.mx,18.202771,-105.069604,2024-01-15,AUD970210MMC,Gabriel Mendoza,Director General,gmendoza@automotrizdelasame.com.mx,+525543527408
39,1954160000039,METALURGICA LATINOAMERICANA,METALURGICA LATINOAMERICANA S.A.B. DE C.V.,5416,Servicios de consultoría en administración y gestión empresarial,101 a 250 personas,Circuito,Manuel Ávila Camacho,4308,Piso 10,San Jerónimo,19779,19,Nuevo León,007,San Pedro Garza García,8131050506,contacto@metalurgicalatinoa.com,https://www.metalurgicalatinoa.com,17.868738,-104.42365,2024-01-15,MEL070220PD5,Alejandro Salinas,Director General,asalinas@metalurgicalatinoa.com,+528142282471
40,2532510000040,PLASTICOS INTERNACIONAL,PLASTICOS INTERNACIONAL S.A.S.,3251,Fabricación de productos químicos básicos y resinas sintéticas,31 a 50 personas,Paseo,Insurgentes Sur,109,,Roma Norte,25574,25,Sinaloa,013,Mazatlán,4494369886,contacto@plasticosinternaci.com.mx,https://www.plasticosinternaci.com.mx,20.152906,-98.811953,2024-01-15,PLI0303139Q9,Gabriel Garza,Director General,ggarza@plasticosinternaci.com.mx,+524490477605
41,1156160000041,QUIMICA INDUSTRIAL,QUIMICA INDUSTRIAL S.A.B. DE C.V.,5616,"Servicios de seguridad privada, custodia y monitoreo satelital",251 y más personas,Av.,Hidalgo,2889,,Santa María la Ribera,11260,11,Guanajuato,017,Irapuato,9814088670,contacto@quimicaindustrial4.mx,https://www.quimicaindustrial4.mx,20.158618,-98.826801,2024-01-15,QUI020322YZQ,Hector Vega,Director General,hvega@quimicaindustrial4.mx,+529845781131
42,1132510000042,MANUFACTURA DINAMICA 58,MANUFACTURA DINAMICA 58 S.A.P.I. DE C.V.,3251,Fabricación de productos químicos básicos y resinas sintéticas,31 a 50 personas,Calle,González Gallo,1493,Piso 5,San Jerónimo,11789,11,Guanajuato,009,Salamanca,6279920653,contacto@manufacturadinamic.mx,https://www.manufacturadinamic.mx,22.35179,-103.841605,2024-01-15,MAD050107KJD,Adriana Treviño,Director de Operaciones,atreviño@manufacturadinamic.mx,+526263015732
43,1154150000043,GRUPO INDUSTRIAL INDUSTRIAL,GRUPO INDUSTRIAL INDUSTRIAL S. DE R.L. DE C.V.,5415,Desarrollo de software y servicios de tecnología de información,51 a 100 personas,Av.,Patriotismo,3405,,Parque Industrial CIVAC,11508,11,Guanajuato,016,Celaya,8673482807,contacto@grupoindustrialind.com.mx,https://www.grupoindustrialind.com.mx,19.251815,-100.270393,2024-01-15,GRI221107YP8,David Villaseñor,Director General,dvillaseñor@grupoindustrialind.com.mx,+528678655428
44,3046590000044,PLASTICOS MEXICANA,PLASTICOS MEXICANA S. DE R.L. DE C.V.,4659,Comercio al por mayor de maquinaria y equipo industrial,251 y más personas,Av.,Industria Militar,3430,,Parque Industrial Benito Juárez,30946,30,Veracruz,010,Boca del Río,6580536218,contacto@plasticosmexicana2.com.mx,https://www.plasticosmexicana2.com.mx,20.032439,-95.233414,2024-01-15,PLM080624ZOI,Javier Martínez,Directora de Recursos Humanos,jmartínez@plasticosmexicana2.com.mx,+526533067429
45,2132540000045,CONSTRUCCIONES DE OCCIDENTE,CONSTRUCCIONES DE OCCIDENTE S.A. DE C.V.,3254,Fabricación de productos farmacéuticos y medicamentos,11 a 30 personas,Calle,Juárez,633,Piso 9,San Rafael,21882,21,Puebla,016,Tehuacán,9482032889,contacto@construccionesdeoc.com.mx,https://www.construccionesdeoc.com.mx,20.317859,-98.008529,2024-01-15,COD9701288TR,David Morales,Directora de Recursos Humanos,dmorales@construccionesdeoc.com.mx,+529482617291
46,1733630000046,CONSULTORES DEL CENTRO,CONSULTORES DEL CENTRO S.A.B. DE C.V.,3363,Fabricación de equipo de transporte y autopartes,101 a 250 personas,Boulevard,Hidalgo,3440,,Centro,17124,17,Morelos,017,Temixco,8725038894,contacto@consultoresdelcent.com,https://www.consultoresdelcent.com,21.662596,-100.447941,2024-01-15,COD9906237NL,Alejandro Ruiz,Directora de Recursos Humanos,aruiz@consultoresdelcent.com,+528739926414
47,2646620000047,EQUIPOS Y SISTEMAS INDUSTRIAL,EQUIPOS Y SISTEMAS INDUSTRIAL S.A.B. DE C.V.,4662,Comercio al por mayor de artículos de ferretería y herramientas,51 a 100 personas,Paseo,5 de Mayo,972,Piso 6,Roma Norte,26482,26,Sonora,001,Nogales,8814351982,contacto@equiposysistemasin.mx,https://www.equiposysistemasin.mx,21.668211,-100.689879,2024-01-15,EQI1301123GV,Javier García,Directora de Recursos Humanos,jgarcía@equiposysistemasin.mx,+528861627831
48,1146590000048,DISTRIBUIDORA DEL NORTE,DISTRIBUIDORA DEL NORTE S.C.,4659,Comercio al por mayor de maquinaria y equipo industrial,31 a 50 personas,Paseo,5 de Mayo,3762,,Industrial Vallejo,11465,11,Guanajuato,017,Irapuato,7925225750,contacto@distribuidoradelno.mx,https://www.distribuidoradelno.mx,24.412625,-98.801969,2024-01-15,DID180513HH0,David Hernández,Director de Operaciones,dhernández@distribuidoradelno.mx,+527963042554
49,1932540000049,ALIMENTOS Y BEBIDAS DINAMICA,ALIMENTOS Y BEBIDAS DINAMICA S.A.S.,3254,Fabricación de productos farmacéuticos y medicamentos,31 a 50 personas,Calle,Constitución,1860,Piso 13,Roma Norte,19351,19,Nuevo León,020,Apodaca,8132068416,contacto@alimentosybebidasd.mx,https://www.alimentosybebidasd.mx,20.255563,-98.771257,2024-01-15,ALD1507165XV,Jorge Benítez,Director General,jbenítez@alimentosybebidasd.mx,+528129122070
50,2556160000050,PLASTICOS EMPRESARIAL,PLASTICOS EMPRESARIAL S.A.S.,5616,"Servicios de seguridad privada, custodia y monitoreo satelital",251 y más personas,Calzada,Reforma,40,,Del Valle,25430,25,Sinaloa,002,Los Mochis,7370907498,contacto@plasticosempresari.com.mx,https://www.plasticosempresari.com.mx,21.011631,-96.909783,2024-01-15,PLE1010278L8,Adriana Villaseñor,Director de Operaciones,avillaseñor@plasticosempresari.com.mx,+527394219831
51,2856160000051,INDUSTRIAS AVANZADA,INDUSTRIAS AVANZADA S. DE R.L. DE C.V.,5616,"Servicios de seguridad privada, custodia y monitoreo satelital",6 a 10 personas,Boulevard,Revolución,1626,Piso 10,Roma Norte,28125,28,Tamaulipas,003,Nuevo Laredo,6148774546,contacto@industriasavanzada.com,https://www.industriasavanzada.com,18.624343,-102.850555,2024-01-15,INA0209011ZL,Fernando Salinas,Director de Finanzas,fsalinas@industriasavanzada.com,+526113245103
52,2554150000052,DESARROLLOS DEL BAJIO,DESARROLLOS DEL BAJIO S.C.,5415,Desarrollo de software y servicios de tecnología de información,11 a 30 personas,Calzada,Patriotismo,269,Piso 7,Parque Industrial Benito Juárez,25826,25,Sinaloa,015,Los Mochis,6221791345,contacto@desarrollosdelbaji.com,https://www.desarrollosdelbaji.com,19.434846,-99.46658,2024-01-15,DED991119HAD,Rodrigo Martínez,Directora de Recursos Humanos,rmartínez@desarrollosdelbaji.com,+526240620045
53,1546620000053,CONSULTORES MODERNA,CONSULTORES MODERNA S.A.B. DE C.V.,4662,Comercio al por mayor de artículos de ferretería y herramientas,51 a 100 personas,Calle,Revolución,2231,,Santa María la Ribera,15983,15,Estado de México,004,Toluca,8462265016,contacto@consultoresmoderna.mx,https://www.consultoresmoderna.mx,20.501058,-101.101945,2024-01-15,COM0504121L2,Gabriel Villaseñor,Director Comercial,gvillaseñor@consultoresmoderna.mx,+528463815531
54,2533230000054,MANUFACTURA DEL CENTRO,MANUFACTURA DEL CENTRO S.A.P.I. DE C.V.,3323,Fabricación de estructuras metálicas y pailería industrial,11 a 30 personas,Boulevard,Revolución,617,,Centro,25530,25,Sinaloa,007,Culiacán,6399068752,contacto@manufacturadelcent.mx,https://www.manufacturadelcent.mx,17.264702,-100.892988,2024-01-15,MAD1306023A4,Adriana Vega,Directora de Recursos Humanos,avega@manufacturadelcent.mx,+526342559258
55,0956160000055,IMPORTADORA INTERNACIONAL,IMPORTADORA INTERNACIONAL S. DE R.L. DE C.V.,5616,"Servicios de seguridad privada, custodia y monitoreo satelital",31 a 50 personas,Boulevard,Juárez,3250,,San Rafael,09111,09,Ciudad de México,006,Coyoacán,5579348611,contacto@importadorainterna.com.mx,https://www.importadorainterna.com.mx,25.338965,-103.705431,2024-01-15,IMI170717BB9,Rodrigo Villaseñor,Director de Tecnología,rvillaseñor@importadorainterna.com.mx,+525544108481
56,0232540000056,IMPORTADORA MEXICANA,IMPORTADORA MEXICANA S.A. DE C.V.,3254,Fabricación de productos farmacéuticos y medicamentos,6 a 10 personas,Calzada,Industria Militar,4036,,San Rafael,02613,02,Baja California,011,Tecate,4833877326,contacto@importadoramexican.com,https://www.importadoramexican.com,18.090379,-95.479817,2024-01-15,IMM040419FS3,Adriana Treviño,Director de Operaciones,atreviño@importadoramexican.com,+524812117671
